,,song,year,artist,genre,lyrics,video_path
Other,133657,buck-toothed-particle-smashers,2015,clarence-clarity,Other,Was it genetic Did you catch it It hadn't bled Until you tapped it She's sun bleached And your lucks in Whatever gets you off Incestuous love You didn't know you'd get infected Late night when you crept in I wouldn't advocate eugenics but Whatever gets you off Incestuous love It's the yin and the yang And the yang and the yin Life without sex Is a life without sin We're just buck toothed players Playing ourselves out Expect I'll get what you expected Its benign but defected Its the fluoride I ingested Atoms to dust Infinite love I'd quit but I don't know when to stop When the tar in my veins begins to clot Do I sound like I mean it Do you mean it It's the yin and the yang And the yang and the yin Life without sex Is a life without sin We're just buck toothed players Playing ourselves out It's whats inside the blister A good girl and her sister Lovepuss filled confessor It swells till it blows incestuous love Pornstruck absolution Please cure my confusion I might need that infusion Padre padre Absolvo te It's the yin and the yang And the yang and the yin Life without sex Is a life without sin We're just buck toothed players Playing ourselves out ,https://www.youtube.com/watch?v=tuxmJE32dNE
Other,101191,the-heartbeat-the-soul,2014,dark-waves,Other,Wash Wash me off your hands Don't talk just because you can Now watch me as I run into myself I don't need your guns or your knives or your pretty little lies To send this all to Hell The heartbeat the soul The heartbeat the soul Find a place that feels like you Hang some windows on the wall to enhance the view I wanna watch you move like the snake that you are Now slither little fool Yours is an empty art The heartbeat the soul The heartbeat the soul With empty arms I held you close With open arms I let you go Go The heartbeat the soul The heartbeat the soul ,https://www.youtube.com/watch?v=ttpQN6sRZCY
Other,138352,no-money,2016,cahoots,Other,I've learned to pay the bills with this guitar Been educated by the streets and bars I'm rich in friends and love and that's just fine 'Cause the truth it doesn't lie in black and white If everyone tonight Knew how I really felt deep inside That every word and every single line Would show you I don't need No money Nobody telling me who I should be I just want to tell you that Honestly there's no place on earth that I would rather be Than here with you When you're here with me Made so many friends along the way Conversations gone like time and space I'm doing what I love and that's just fine Not giving up or giving in this time If everyone tonight Knew how I really felt deep inside That every word and every single line Would show you I don't need No money Nobody telling me who I should be I just want to tell you that Honestly there's no place on earth that I would rather be Than here with you When you're here with me 'Cause I don't need No money No no money HEY I could spend Days and nights Searching for the Perfect life with you It's true No money No no money No money No no money No money No no money No money No no money No money Nobody telling me who I should be I just want to tell you that Honestly there's no place on earth that I would rather be Than here with you When you're here with me 'Cause I don't need No money No no money HEY ,https://www.youtube.com/watch?v=zEPKAWFb8kE
Other,82287,perfect,2016,bibi-bourelly,Other, Eight inch heels and knee skirt And don't you act like your feet don't hurt hahaha Hair ain't real eyebrows on fleek yeah You been talkin 'bout yourself girl all damn week You're a little too perfect baby You're a little too perfect for me Yeah yeah yeah Me me me me me me Rolex watch got straight A's I don't think I feel a single mark on your face My iPhone's cracked and my credit's jacked And my nails are short oh yeah And my lungs are black You're a little too perfect baby You're a little too perfect for me Oh oh oh oh You you you You're a little too perfect baby You're a little too perfect for me A little too perfect A little too perfect for me Me me me me me me A little too perfect Just a little too perfect And I don't know if it's what I want Or what I need,https://www.youtube.com/watch?v=rLdaIw9_dXY
Other,82167,smile-to-keep-from-crying,2016,boosie-badazz,Other,"From the heart Boosie Badazz I cry and I sit by the fan Sometimes I smile to keep from crying They don't know what we go through You might think I'm happy all the time cause you see smiles on my face And my followers over 500K But I been going through some problems today hoping for better like big momma would say But haters come for me magazines they run and they lie about the things that I say It's hard to keep a peace and smile even with bitches I date Why do you hate and come for me you want my problems ho He raised wrong damn woman won't be my momma ho I hope for change I'm trying Just lost my thug ripped him apart yeah they sprayed my man I cry I sit by the fan somebody gon die they bang I'm looking for unity I'm tryna make a better way for you and me But people ain't true to me and honestly I feel like they using me They don't know what we go through bro Sometimes I smile to keep from crying Sometimes I leave to keep from lying or spazzing You want be me you couldn't imagine Tryna smile to keep from crying Sometimes I need me a friend I have no one to call I need me somebody who listens maybe I need me a dog I wake up I look in the mirror I put on my clothes and I leave If my life is beautiful please tell me why I need the trees I'm going through This world is so cold it's crazy these cops will kill us they're racist If he was alive he'll be saying ""officer why didn't you tase me "" I'm on parole one feet up in jail one feet out the door Lost three aunties in just one year this ain't the rain this is the snow Thought she was real mama was right guess she a ho like that 'Cause I went to the pen she ain't even write back no love for a nigga play a nigga like that The cameras they flash at the club the haters they see me they mug They hate cause I blew what the fuck I feel like I'm in the allure They don't know what we go through bro Sometimes I smile to keep from crying Sometimes I leave to keep from lying or spazzing You want be me you couldn't imagine Tryna smile to keep from crying I cry I sit by the fan I miss my granny and daddy Want be me you couldn't imagine Tryna smile to keep from crying I cry I sit by the fan",https://www.youtube.com/watch?v=o51wUEJuinY
Other,146524,timeless,2016,a-boogie-wit-da-hoodie,Other," I cannot waste no time bitch I'm really timeless I cannot leave my houses without diamonds All the faces on my watches I'm bout it Change faces on the watches now they frownin' I probably spent a 100 thousand on fly shit QP spent a 100 thousand on mollies Bruce Lee kick it with me I be stylin' 2 seater Bentley and it's topless And she's topless naked bitch driver Papers and fronto wrapped around Sour I cannot waste no time bitch I'm really timeless I cannot waste no time bitch I'm really I cannot waste no time bitch I'm really grindin' If I ever said ""I love you "" I was lyin' I fuck with you but you was always like a side bitch Cause I can never put nothin over grindin' I just left my baby girl a message I said I won't be comin home Hah that's a dub bitch I'm on the road Hah and I need 20 thousand for a show Hah I ain't walkin through your club no more Hah But if floss hit me up I go Hah SpinKing that's the fuckin bro Hah I fuck it up I fuck it up some more We switch the flow up if you a busta I'ma cut you off Bitch I'm goin up Gettin money what the fuck you thought Nigga hold up it get ugly I'm a fuckin boss hah Good now but I started off Just a young nigga runnin 'round and the butter soft Try to run down on me nigga you should knock it off I ain't get lucky mothafucka Took a couple loses yeah What u sayin You ain't really on shit Got zippers on my jeans like I'm Billy on this I ain't sippin no more lean I've been trippin off it I've been pissin codeine and I ain't wit the shits woah Rockstar lifestyle might not make it Wake up faded still end up drinking Make up on my t shirt I hate it R I P t shirts I hate it Fall asleep wake up still I'm faded Bubba prolly lost 50K in Vegas Pour up purple and then make it turn pinkish Said that I was done with it but I'm still drinkin' I can't waste no time I can't waste no time with it I can't waste no time bitch I'm really timeless I can't waste no time bitch I'm really timeless",https://www.youtube.com/watch?v=zGzpIqC5zvQ
Other,133658,the-gospel-truth,2015,clarence-clarity,Other,You're just a memory that you should give up Forgotten cemetery that you should dig up Your luck is surfacing so drink from your cup Double think everything jumping the gun Boy you know who you are Death magnet poison dart You are maker of your best bad luck And you ain't ever gonna reach the stars I can't save myself from me Now and then as I feel I'm about to give up Now and then as I feel I'm about to give up The disease looking at me Scratching my insides And haunting my sleep and Preaching the Gospel Truth If you're fidgety and starting to cluck The perfect remedy you couldn't think up And if you're hearing this voice from above Shrink wrap the fucker and drown it in love Boy you know who you are Choked up jumped up cock star Pre teen Spring Break sex art Hit that if you could just get hard I can't save myself from me Now and then as I feel I'm about to give up Now and then as I feel I'm about to give up The disease looking at me Scratching my insides And haunting my sleep and Preaching the Gospel Truth Holy Father I know these are constructions Holy Mother been feeling your contractions Holy Moses ain't nothing but human Holy Jesus I'm glowing in your image Crucifix in my lap like that A more satisfying erection Lucifer off my back like that I'm the Final Revelation Now and then as I feel I'm about to give up Now and then as I feel I'm about to give up The disease looking at me Scratching my insides And haunting my sleep and Preaching the Gospel Truth Fuck the disease looking at me Scratching my insides And haunting my sleep and Preaching the Gospel Truth,https://www.youtube.com/watch?v=EaCxKX36Z4g
Other,87178,rockstar,2015,burna-boy,Other,When I wake up in the morning whenever you see me yawning I know that money is calling And me I go rich before morning I never wake up early I gat a attitude like fuck you pay me All my neighbours complain about the ladies running around my mansion daily But I don't care I stick my middle finger in the air Said I don't care I will make this very very clear Oooh don't you see that this target came to see me So let me go to the toilet briefly sorry PD Chorus You won't see me have a lonely night It might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby Certainly everyone seems nice Might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby I'm some kind of idol people do things that I do Become the guy all the girls wanna say hi to I don't see nothing wrong sing the lyrics to my song Every time I sing a song everybody sings along 'Cause I'm the centre of attraction It's lights camera action ah cameras are flashing everywhere I'm passing I don't understand it's not the way I planned it I just hit the stages steal the show like I'm a bandit Chorus You won't see me have a lonely night It might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby Certainly everyone seems nice Might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby Give me your R Give me your O Give me your C Give me your K Give me your S Give me your T Give me your A Give me your R Chorus You won't see me have a lonely night It might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby Certainly everyone seems nice Might be wrong but it all feels right Because uhhh I'm a rockstar baby Uhhhh I'm a rockstar baby,https://www.youtube.com/watch?v=PF5mVmbDdKU
Other,59211,kings-of-summer,2016,ayokay,Other,I've been out here waiting til nightfall It feels so right when the lights gone fade Days like this won't last so we might stall We've been living like kings and we hope it don't change We stand by the notion that anything goes I'm feeling this motion from morning to close And even when night takes the day we don't care That's how we build on these memories we share Like mom's not home Summer nights Love em how they take so long One two three Jumpin off the porch like mom's not home not home Tell me why the best things feel so wrong so wrong Summer nights Love em how they take so long so long Run with the feeling Of being alive while we're still young Jumpin off the porch like mom's not home not home Just a couple kids livin on our own on our own Summer nights Love em how they take so long so long Run with the feeling Of being alive while we're still young I'll leave where is my hat sun in my eyes Summer breeze lay on my skin I come alive Sweet waves they crashin in water and wine These days that's all I need some peace of mind So I hop I out the window I'll make this my own Them good vibes my symbol now I'm free to roam And even when night takes the day we don't care That's how we build on these memories we share That's how we build on these memories we share That's how we build on these memories we share Jumpin off the porch like mom's not home not home Tell me why the best things feel so wrong so wrong Summer nights Love em how they take so long so long Run with the feeling Of being alive while we're still young Jumpin off the porch like mom's not home not home Just a couple kids living on our own on our own Summer nights Love em how they take so long so long Run with the feeling Of being alive while we're still young still young still young still young still young ,https://www.youtube.com/watch?v=5dS-n8qZjPk
Other,176877,hi-freq-girl,2016,drummakid,Other,Girl I'm all alone you should come and play Time to get out of control watch it all fade You ain't gotta worry about the time cause we up out in space Shorty you a Hi Freq Girl that's all I gotta say Momma love to shop momma do it big yeah Momma get it poppin momma got the crib Momma get to work never catch her slippin' Lil Momma she a real one you can see the difference She don't need to act like dem girls up on the gram hey She gon make it stack just to cop some bigger land hey She the type of woman that'll turn you to a man hey She be going hard fuck it she don t give a damn hey Girl I'm all alone you should come and play Time to get out of control watch it all fade You ain't gotta worry about the time cause we up out in space Shorty you a Hi Freq Girl that's all I gotta say We can go and do this we should go and do that You can sit at the house naked watch Netflix laid back I ain't got a red lambo or a half a million dollar whip I ain't got my neck on chill hell yeah I got some good uh Wait I don't even wanna go that way Girl you can meet me halfway I can see you just had a bad day We can go cruise on a Segway Girl lets flex on purpose you got dem haters nervous Oeh she rock that kente on her head like a turban She go for the money go for the money Dime piece huh Looking at these other woman tripping shit is too funny Apple bottom with a flat tummy All I wanna do is vibrate Penetrate your mind state Killed the kitty 9 times in a week had me switching up the crime rate man hol'up I don't wanna take it to fast see the higher we fly up and away the bigger the crash Yeah I'm just trying to make it last forever We should go and get that bag together Imma be an outcast forever eva eva eva eva Girl I'm all alone you should come and play Time to get out of control watch it all fade You ain't gotta worry about the time cause we up out in space Shorty you a Hi Freq Girl that's all I gotta say Momma love to shop momma do it big yeah Momma get it poppin momma got the crib Momma get to work never catch her slippin' Lil Momma she a real one you can see the difference,https://www.youtube.com/watch?v=zQickAl-p2Y
Pop,41918,beethoven-i-love-to-listen-to,1987,eurythmics,Pop,Listen to Listen to Listen to I love to listen to I love to listen to I love to Take a girl like that and put her in a natural setting like a cafe for example Along comes the boy and he's looking for trouble with a girl like that with a girl like that Who knows what they'll decide to do Who knows what they'll get up to I'd love to know wouldn't you I love to I love to listen to Love to I love to listen to I love to I love to listen to Love to I love to I love to listen to Beethoven I love to listen to Beethoven I love to listen to Beethoven I love to You think you know just what you want but you have used that weapon against me Did I tell you I was lying by the way when I said I wanted a new mink coat I was thinking of something sleek to wrap around my tender throat I was dreaming like a Texan girl A girl who thinks she's got the right to everything A girl who thinks she should have something extreme I love to listen to I love to listen to I love to listen to I love to ,https://www.youtube.com/watch?v=rbuMXyzouJQ
Pop,126886,the-color-of-love,2002,boyz-ii-men,Pop, I was lonely I needed someone to see me threw I was at the end of my rope I needed someone to cut me lose Then an angel out of the blue Gave me the since that I might make it through And somehow I survived with no rhyme or reason And now I know I'll make It Through the miracle of you I know the Color Of Love And It lives in side of you I know the color of truth Its in the image of you If it comes for the heart then you know that its true It will color your soul like a rainbow Like a rainbow And the color of love is in you Like a bridge Over troubled troubled water You stood beside me stood beside me And your love did not falter And then the angel angel in you Gave me the strength to know That I will get through And that's how I survived ain't no other reason And now I know I'll make it through the miracle of you So girl I want to thank you I can't thank you enough For showing me the meaning The meaning of true love When I was lost and so in need you opened up your heart When I needed you to comfort me you opened up you arms I couldn't face another day you said don't be afraid You showed my heart the showed me the way Ohh the color of you,https://www.youtube.com/watch?v=ftJrHOiNuBo
Pop,164400,shades-of-grey,2012,delilah,Pop,Thought it was love memories scope the lies That lead me far from here here far from here Trying hard to silence all you say but You stay in my ear you stay in my ear Because everything you didn't want Became a part of me All the things you asked for I just could not see Everything you are everything you are Everything you are left a broken heartbeat Through the darkest shades of grey I see beauty in the rain I find myself I find myself Go and go and free walk alone in the night Through the darkest shades of grey I see beauty in the rain light call out to a stranger and I But it was youuuuhuuu youuuuuhuuu Sleeping alone I cried out for you in my dream No matter how hard I try to change you You won't change with me Because everything you didn't want Became a part of me All the things you asked for I just could not see Everything you are everything you are Everything you are left a broken heartbeat So let me run away run away now I got to run away run away I'm gonna run away run away So let me run away run away now Watch me run away run away now I'm gonna run away run away So watch me run away run away now ,https://www.youtube.com/watch?v=WeOQD9_EMcQ
Pop,146944,cough-cough,2013,everything-everything,Pop,Yeah so um wait a second Yeah so um wait a second Yeah so um wait a second Yeah so um wait a second Sold your liver but you're still feeling the red Sold my feelings now I'm hanging by a thread Bad And it's creeping its way through my windows And it's slithering under my door And it's in my peripheral vision And it's pourin up under my floor And it's whispering into my eardrums And it's telling me that I want more But I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now And that eureka moment hits you like a cop car And you wake up just head and shoulders in a glass jar You clear your throat you raise your eyebrow but you don't say There's something wrong but it's okay if we're still getting paid Yeah you're ravenous you're chomping at the bit Just a cog next to a cog next to a pit I would burn to break away and rest my ears No more lightning no more solace in arrears Bad And it's creeping its way through my windows And it's slithering under my door And it's in my peripheral vision And it's pourin up under my floor And it's whispering into my eardrums And it's telling me that I want more But I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now And that eureka moment hits you like a cop car And you wake up just head and shoulders in a glass jar You clear your throat you raise your eyebrow but you don't say There's something wrong but it's okay if we're still getting paid But I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now I'm coming alive I'm happening now And that eureka moment hits you like a cop car And you wake up just head and shoulders in a glass jar You clear your throat you raise your eyebrow but you don't say There's something wrong but it's okay if we're still getting paid But I'm coming alive Cough cough,https://www.youtube.com/watch?v=cjKcmZGhUrQ
Pop,32935,breathe,2005,erasure,Pop,Twenty seven times I paint the city in lights Now I changed my mind I was living fast Now I'm running on empty And I feel Yeah I feel You're gonna blow Let me go Breathe And I breathe It's bitter without you I can't live without you And I'm in love with you Stood the test of time Though I treated you rough You were always kind I let my head rule my heart Now I feel so lonely And I feel It's the deal You're letting me go Gonna blow Breathe And I breathe It's hollow without you I can't live without you And I'm in love with you Breathe I believe It's empty without you I can't live without you And I'm in love with you Breathe And I breathe It's bitter without you I can't live without you And I'm in love with you Breathe I believe It's empty without you I can't live without you And I'm in love with you Breathe I believe I can't live without you And I can't live with you And I'm in love with you,https://www.youtube.com/watch?v=WVSe5M-Co48
Pop,118749,body-moves,2020,dnce,Pop,Side by side Walking home stumbling home getting curious What's on your mind 'Cause what's on mine's a dirty mind Why so serious Baby the stars above will light the way Just take my hand and hear the words I say Yeah when the morning comes I'll always stay You gotta know you gotta know that I'm feeling this ow Come and roll with me we'll rock them body moves Me and you oh just a little bit Body moves yeah just a little bit ow Coming home with me oh baby let it loose Me and you oh just a little bit Body moves yeah just a little bit I don't need it but you know how bad I want it And your touch has got me haunted but I like it Come and roll with me we'll rock them body moves Me and you oh just a little bit Body moves yeah just a little bit Got all night Show me more a little more it's getting scandalous Yeah all my life yeah Waiting for the girl next door to get real dangerous Baby the stars above will light the way Just take my hand and hear the words I say Yeah when the morning comes I'll always stay You gotta know you gotta know that I'm feeling this ow Come and roll with me we'll rock them body moves Me and you oh just a little bit Body moves yeah just a little bit ow Coming home with me oh baby let it loose Me and you oh just a little bit Body moves yeah just a little bit I don't need it but you know how bad I want it And your touch has got me haunted but I like it Come and roll with me we'll rock them body moves Me and you yeah just a little bit Body moves huh just a little bit ow Ha that's right Haha Yeah when the morning comes I'll always stay You gotta know you gotta know that I'm feeling this Ow Come and roll with me we'll rock them body moves Me and you oh just a little bit Body moves yeah just a little bit ow Coming home with me oh baby let it loose Me and you oh just a little bit Body moves yeah just a little bit I don't need it but you know how bad I want it And your touch has got me haunted but I like it Come and roll with me we'll rock them body moves Me and you yeah just a little bit Body moves huh just a little bit ow,https://www.youtube.com/watch?v=NOBVEq_Bi5k
Pop,144960,beggin-for-thread,2014,banks,Pop,So I got edges that scratch And sometimes I don't got a filter But I'm so tired of eatin' All of my misspoken words I know my disposition gets confusing My disproportionate reactions fuse with my eager state That's why you wanna come out and play with me yeah Why Why Why Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to something that you don't understand Don't know what you were getting yourself into You should have known secretly I think you knew I got some dirt on my shoes My words can come out as a pistol I'm no good at aimin' But I can aim it at you I know my actions they may get confusin' But my unstable ways is my solution to even space That's why you wanna come out and play with me yeah Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to something that you don't understand Don't know what you were getting yourself into You should have known secretly I think you knew Secretly I think you knew Hold it out whoa Try to hide it out but my tracks are better Hold it out whoa Try to hide it out but my tracks are better Hold it out whoa Try to hide it out but my tracks are better Hold it out whoa Try to hide it out but my tracks are better Stooped down and out you got me beggin for thread To sew this hole up that you ripped in my head Stupidly think you had it under control Strapped down to something that you don't understand Don't know what you were getting yourself into You should have known secretly I think you knew Secretly I think you knew ,https://www.youtube.com/watch?v=Twix375Me4Q
Pop,41800,i-saved-the-world-today,1999,eurythmics,Pop,Monday finds you like a bomb That's been left ticking there too long You're bleeding Some days there's nothing left to learn From the point of no return You're leaving Hey Hey I saved the world today Everybody's happy now The bad thing's gone away And everybody's happy now The good thing's here to stay Please let it stay There's a million mouths to feed And I've got everything I need I'm breathing And there's a hurting thing inside But I've got everything to hide I'm grieving Hey Hey I saved the world today Everybody's happy now The bad thing's gone away And everybody's happy now The good thing's here to stay Please let it stay,https://www.youtube.com/watch?v=Zf052uxFF58
Pop,34946,kings-queens,2015,brooke-fraser,Pop,We've got a long way to go but we got the energy It took a little while to find reality We've come a long way you know living inside a dream Waking to find that we are kings and queens Lights on Sometimes this feels like sleeping with the lights on oh The memories stay They loop their lies on endless replay oh Been sleeping where I fall if I can sleep at all 'Cause I wake where I wanna if I wake at all To see the lines are blurred reality deferred And we're chasing down tomorrow We've got a long way to go but we got the energy It took a little while to find reality We've come a long way you know living inside a dream Waking to find that we are kings and queens Ride on Let's ditch the dark babe we just gotta ride on oh Don't let lies through They'll trick your mind and turn your heart to stone Forget the wars we fight forget the tears you cry 'Cause we go where we wanna but that won't be tonight To see the edges fade between the light and shade And we're chasing down forever oh We've got a long way to go but we got the energy It took a little while to find reality We've come a long way you know living inside a dream Waking to find that we are kings and queens We've got a long way to go but we got the energy It took a little while to find it to find it to find it We've come a long way you know living inside a dream It took a little while to find it to find it to find it We've got a long to go but we got the energy It took a little while to find reality We've come a long way you know living inside a dream Waking to find that we are kings and queens We've got a long to go but we got the energy It took a little while to find reality We've come a long way you know living inside a dream Waking to find that we are kings and queens,https://www.youtube.com/watch?v=6sjKigxkRog
Pop,63765,fall-into-light,2012,beca,Pop,There's something between us They say it's not right They don't believe us We'll show them tonight Oh Wake up let's ride Into the sky As stars collide Fall into light The music's forever If only they'd see When we're dancing together We'll always be free Oh Wake up let's ride Into the sky As stars collide Fall into light Instrumental Wake up let's ride wake up Into the sky wake up As stars collide wake up Fall into light wake up ,https://www.youtube.com/watch?v=tqpxl7dEZKM
Pop,43204,suga-suga,2003,baby-bash,Pop,So tight so fly You got me lifted you got me lifted You got me lifted shifted higher than a ceilin' And ooh wee it's the ultimate feelin' You got me lifted feeling so gifted Sugar how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly You know it's leather when we ride Wood grain and raw hide Doing what we do watching screens getting high Girl you keep it so fly with your sweet honey buns You was there when the money gone You'll be there when the money comes Off top I can't lie I love to get blowed You my lil sugar I'm yo little chulo And every time we kick it it's off to the groovy Treat you like my sticky icky or my sweet ooy gooy For real though You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly Now I ain't worried about a thang cause I just hit me a lick I got a fat sack and a super fly chick There ain't nothing you can say to a playa' 'Cause doo wop she fly like the planes in the air That's right she's full grown settin the wrong tone I'm diggin the energy and I'm lovin the ozone So fly like a dove fly like a raven Quick to politic with some fly conversation In a natural mood then I'm a natural dude And we some natural fools blowin out by the pool She like my sexy cool mama we'll blaze on the Barada Rockin Dolce Gabbana hydro in a Cubana You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly You know it's leather when we ride Wood grain and raw hide Doing what we do watching screens getting high Girl you keep it so fly with your sweet honey buns You was there when the money gone You'll be there when the money comes You know it's leather when we ride Wood grain and raw hide Doing what we do watching screens getting high Girl you keep it so fly with your sweet honey buns You was there when the money gone You'll be there when the money comes For real though You got me lifted shifted higher than a ceiling And ooh wee it's the ultimate feeling You got me lifted feeling so gifted Sugar how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly Suga suga how you get so fly So high like I'm a star So high like I'm a star So high like I'm a star So high like I'm a star,https://www.youtube.com/watch?v=6rgStv12dwA
Pop,41809,would-i-lie-to-you,1985,eurythmics,Pop,Would I Lie To You Would I lie to you Would I lie to you honey Now would I say something that wasn't true I'm asking you sugar Would I lie to you My friends know what's in store I won't be here anymore I've packed my bags I've cleaned the floor Watch me walkin Walkin out the door Believe me I'll make it make it Believe me I'll make it make it Would I lie to you Would I lie to you honey Now would I say something that wasn't true I'm asking you sugar Would I lie to you Tell you straight no intervention To your face no deception You're the biggest fake That much is true Had all I can take Now I'm leaving you Believe me I'll make it make it Believe me I'll make it make it Would I lie to you Would I lie to you honey Now would I say something that wasn't true I'm asking you sugar Would I lie to you Would I lie to you Would I lie to you honey Now would I say something that wasn't true I'm asking you sugar Would I lie to you My friends know what's in store I won't be here anymore I've packed my bags I've cleaned the floor Watch me walkin Walkin out the door Believe me I'll make it make it Believe me I'll make it make it Would I lie to you ,https://www.youtube.com/watch?v=Uhpu2N4rQZM
Pop,8984,adrenaline,2007,emma-pollock,Pop,This adrenaline rush is keeping me high Keep it coming around It keeps the days alive it makes the hours fly Keep it coming around When the holdups start holding you down Keep your eyes to the ground And when the holdups start holding us down Just keep your eyes to the ground For I cannot disgrace myself When the motion steers for the very first time Don't give the game away When it raises its head and it threatens to stay Don't give the game away And my time is tabled and my clock is on time I can keep it alive And my day is set and I haven't stopped yet I can carry on fine For I will have to do it myself Set up the day Give it away And everything I've been thinking of With no time to think There's no time to sink I'm looking out for an ambush From beginning to end Attention to bend There can be no interruption Set up the day Give it away And stop this motion from slowing This adrenaline rush is keeping me high Keep it coming around It keeps the days alive it makes the hours fly Keep it coming around And my time is tabled and my clock is on time I can keep it alive And my day is set and I haven't stopped yet I can carry on fine For I will have to do it myself Set up the day Give it away And everything I've been thinking of With no time to think There's no time to sink I'm looking out for an ambush From beginning to end Attention to bend There can be no interruption Set up the day Give it away Don't stop this motion from slowing Set up the day Give it away And everything I've been thinking of With no time to think There's no time to sink I'm looking out for an ambush From beginning to end Attention to bend There can be no interruption Set up the day Give it away Don't stop this motion from slowing,https://www.youtube.com/watch?v=yGDUSXAmwuA
Pop,75838,iceblink-luck,1990,cocteau-twins,Pop,I'm seemin to be a little alive I'm happy again caught caught in time Expose the daughter of yourself well Me I think that you're in her heart You're the match of Jericho That will burn this whole madhouse down And I'll throw open like the wall not safe More like a love that's a bot tle of exquisite stuff yes You yourself and your father Don't know so part in your own ways You're really both bone setters Thank you for mending me babies You're the match of Jericho That will burn this whole madhouse down And I'll throw open like a walnut safe You will seem more like being that same bot tle of exquisite stuff Yes you are the match of Jericho That will burn This whole madhouse down and I'll throw Open like the wall not safe,https://www.youtube.com/watch?v=L_Tj4bJ0VFw
Pop,118533,this-house,1991,alison-moyet,Pop,"Whose sticky hands are these And what is this empty place I could be happily lost but for your face Here stands an empty house That used to be full of life Now it's home for no one and his wife It's a hovel and Who can take your place I can't face another day And who will shelter me It's cold in here Cover me Under these fingertips a strange body rolls and dips I close my eyes and you're here again Later as day descends I'll shout from my window To anyone listening ""I'm loosing"" Who can take your place I can't face another day And who will shelter me It's cold in here Cover me Oh in a plague of hateful questioning Tap dancing every syllable from ear to ear I hear the din of lovers jousting When I'm hiding with my head to the wall",https://www.youtube.com/watch?v=Dy5aAQktE68
Pop,126935,end-of-the-road,1991,boyz-ii-men,Pop,Girl you know we belong together I don't have no time for you to be playing with my heart like this You'll be mine forever baby You just wait We belong together And you know that I am right Why do you play with my heart Why do you play with my mind Said we'd be forever Said it'd never die How could you love me and leave me and never Say goodbye When I can't sleep at night Without holding you tight Girl each time I try I just break down and cry Pain in my head Oh I'd rather be dead Spinning around and around Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Girl I know you really love me You just don't realize You've never been there before It's only Your first time Maybe I'll forgive you Maybe you'll try We should be happy together forever You and I Will you love me again Like you loved me before This time I want you to love me much more This time instead Just come to my bed And baby just don't let me go Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Girl I'm here for you All those times at night When you just hurt me And just ran out with that other fella Baby I knew about it I just didn't care You just don't understand how much I love Do you I'm here for you I'm not about to go out on cheat you Maybe I'll forgive you Just like you did baby But that's alright I love you anyway Maybe you will try And I'm still going to be here for you until my dying day We should be happy together forever Right now I'm just in so much pain baby 'Cause you just won't come back to me You and I Will you Just come back to me Lonely Yes baby my heart is lonely Lonely My heart hurts baby Lonely Yes I feel pain too Baby please This time instead just come to my bed And baby just don't let me go Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you,https://www.youtube.com/watch?v=zDKO6XYXioc
